[China Eye]
! Version: 20180301
! The content of this list is generated from the following resources:
https://github.com/jasonqng/chinese-keywords/
https://github.com/citizenlab/chat-censorship/
https://docs.google.com/spreadsheets/d/1UTP9MU80r_N5WPhQ5-4AjM0ebW1eMxyDlRe_vaYy9IM/edit#gid=0

!-----------------------Sensitive Keywords-----------------------!
退出中共|Quit CPC
高爆炸药|High explosives
钢珠汽枪网|Ball QiQiang network
钢珠汽枪|Ball QiQiang
钢珠弩|Ball crossbow
钢珠猎狗|Ball hounds
改装射钉枪|Modified gun
改装发令枪|Modified starting gun
改火套件|Change fire kit
富易堂娱乐城|
富人资料|Rich data
富人信息|Rich information
富人数据|Rich data
富豪数据|Regal Data
福寿膏|Longevity cream
福布斯娱乐城|Forbes Casino
氟乙酸胺|Acid amine fluoride
氟硝西泮|Flunitrazepam
氟醋酸钠|Fluoride, sodium acetate
服刑人员资料|Prisoners information
菲律宾太阳城|Sun City, Philippines
菲彩国际娱乐城|
放线菌酮|CHX
仿制警服|Imitation uniforms
仿真长狗|
仿真枪械网|Network simulation firearms
仿真枪网|Imitation guns Network
仿真汽枪|Simulation QiQiang
仿真气枪|Simulation Airsoft
仿真气木仓|
仿真气狗|
仿真警服|Simulation uniforms
仿真钢弹枪|Simulation steel gun
仿真电狗|Simulation electric dog
仿真64|Simulation 64
房地产客户资料|
犯人数据|Prisoner data
反恐弩|Counterterrorism crossbow
番木鳖碱|Strychnine
法人资料|Legal Information
法人数据|Corporate data
法人手机号码|Corporate phone number
法尼林|Fani Lin
发中发娱乐城|Hair Dafa888
发射药|Propellant
二乙基汞|Diethyl mercury
二盐酸盐|Dihydrochloride
二手弩|Used crossbow
二氯化汞|Mercury dichloride
二氯苯胂|Dichlorobenzene arsine
二磷化三锌|Zinc phosphide
二甲基安非他明|Dimethyl amphetamine
二碘化汞|Two mercuric iodide
恩华三唑仑|En Hua triazolam
锇酸酐|Osmium anhydride
峨眉气枪|Emei airgun
峨眉牌汽枪|Emei brand QiQiang
多伦多娱乐城|Toronto casino
赌王娱乐城|Kings Casino
董姐刀剑网|
东方狩猎论坛|Oriental Hunting Forum
东方皇朝娱乐城|Orient Dynasty Casino
鼎尚国际娱乐城|Noble International Casino
鼎龙国际娱乐城|Donlord International Casino
鼎丰国际娱乐城|
顶尖娱乐城|Top Casino
丁腈|Nitrile
丁丙诺啡|Buprenorphine
电子炸弹|Electronic bomb
电信用户资料|Telecommunications User Profile
电视购物资源|TV shopping resources
电视购物资料|TV Shopping Information
电视购物数据|TV shopping data
电视购物名录|TV Shopping List
电购资料|Power purchase information
电购面单数据|
电狗网|Electric Dog Network
碘甲烷|Iodomethane
碘化汞|Mercuric iodide
帝王娱乐城|Monarch Casino
帝豪国际娱乐城|Regency International Casino
帝国娱乐城|Empire Casino
地高辛|Digoxin
敌杀磷|
敌恶磷|Evil enemy phosphorus
敌百虫|Trichlorfon
德晋娱乐城|De Jin Casino
德国夜鹰|Germany Nighthawk
德版ppk|German version PPK
导爆索|Detonating cord
刀迷汇|Knife fans Meeting
氮芥气|Mustard gas
弹簧跳刀|Spring jump knife
弹簧刀|Switchblade
单管猎枪|Single-barreled shotgun
代理发票公司|Acting invoice Company
代办发票公司|Agency invoice Company
大中华娱乐城|Greater China Casino
大中华国际赌场|
大赢家真人娱乐|Winner Live Casino
大玩家娱乐城|Grand Casino Players
大上海娱乐城|Shanghai Grand Casino
大三元娱乐城|Big Three Casino
大三元|Big Three
大三巴娱乐城|Ruins Casino
大漠狩猎论坛|Desert Hunting Forum
大马士革军刀|Damascus saber
大马士革刀|Damascus Knife
大麻烟|Marijuana
大佬娱乐城|Gangster Casino
大口径pcp|Large caliber PCP
大家旺娱乐城|We Wang Casino
大黑鹰弓弩|
大富豪娱乐城|Regal Casino
大丰收娱乐城|Harvest Casino
大发娱乐城|Dafa888
大发娱乐|Dafa888
大都会娱乐城|Metropolitan Entertainment City
打鸟汽枪|Uchitori QiQiang
打鸟气枪|Uchitori airgun
醋酸铊|Thallium acetate
醋酸汞|Mercuric acetate
丛林直刀|Jungle straight knife
丛林开山刀|Jungle machete
磁道内码信息|
磁道内码|
纯缅麻古|
传奇娱乐城|Legends Casino
处女星号娱乐城|Virgo Casino
赤壁娱乐城|Chibi Casino
诚信汽枪网|QiQiang network integrity
车主资源|Resource owners
车主信息资料|Owners information
车主名录网|
车主名录|List owners
车主保险数据|Owners insurance data
车辆牌照|Vehicle license
朝鲜冰|Korean ice
侧拉式气枪|Side pull airgun
财富娱乐城|Fortune Casino
布加迪娱乐城|Bugatti Casino
不夜城娱乐城|
不凡军品网|Extraordinary military network
不凡军品|Extraordinary military
博赢娱乐城|Bo Win Casino
博伊刀|Boyd knife
博天堂娱乐城|Sportingbet Casino
博马365|Boma 365
博九娱乐场|Bo nine casinos
博九网|Bo nine network
博狗娱乐城|Bodog Casino
博狗娱乐场|Bodog Casino
博狗亚洲|Bodog Asia
博彩通|Betting pass
博彩平台|Gaming Platform
博彩老头|Betting old man
博澳娱乐城|Bo Macau Casino
博e百娱乐城|
勃朗宁刀|Browning knife
勃郎宁刀|Browning knife
伯莱塔|Beretta
伯爵娱乐城|Earl Casino
菠菜娱乐城|Spinach Casino
丙烯醛|Acrolein
丙腈|Propionitrile
丙二酸铊|Thallium malonate
冰妹陪玩|
冰毒提炼教程|Ice refining Tutorials
冰毒技术|Ice Technology
冰毒的制作方法|Methamphetamine production methods
别墅业主信息|Villa owner information
必中特码|
必赢亚洲娱乐城|
必胜国际|Win international
苯基甲酮|Phenyl methanone
苯环利定|Phencyclidine
苯丙胺|Amphetamine
苯巴比妥|Phenobarbital
本杰明392|Benjamin 392
奔驰娱乐城|Mercedes Casino
倍它洛尔|Times it lol
保险客户资料|Insurance Customer Information
保险客户数据|Insurance Customer Data
保险客户名录|Insurance Customer List
保险客户名单|Insurance Customer List
保时捷娱乐城|Porsche Casino
保米磷|Paul m phosphorus
保健品数据|Health Data
保健品客户资料|
宝马会娱乐城|BMW would Casino
宝龙娱乐城|Bonhams Entertainment City
半岛国际娱乐城|Peninsula International Casino
办证刻章公司|Rush engraving company
办证公司网|Accreditation company network
办证工作室|Rush studio
佰盈国际|Bai Ying International
百治磷|Dicrotophos
百苑国际娱乐城|
百姓娱乐城|People Casino
百威娱乐城|Budweiser Casino
百胜娱乐城|Yum Casino
百胜百旺|Yum BaiWang
百利宫娱乐城|Paragon Casino
百丽国际娱乐城|Belle Casino
百丽宫娱乐城|Paragon Casino
百乐汇娱乐城|Tupper Casino Meeting
百乐坊娱乐城|Tupper Square Casino
百老汇娱乐城|Broadway Casino
百家乐娱乐城|Baccarat Casino
百家乐平台|Baccarat platform
百家乐开户|Baccarat accounts
百家博娱乐城|
百分百真票|
百达娱乐城|Pictet Casino
百兵行刀具网|
白砒|White arsenic
白金会娱乐城|Platinum Casino
白金国际娱乐城|Platinum International Casino
白粉妹陪玩|
巴西娱乐城|Brazil Casino
巴雷特|Barrett
巴克折刀|Buck knife
巴克刀|Buck Knife
巴登娱乐城|Baden Casino
巴比伦娱乐城|Babylon Casino
澳门钻石赌场|Macau Diamond Casino
澳门真人赌博|Macau gambling reality
澳门银河赌场|Galaxy Macau casino
澳门星际赌场|StarWorld Macau casino
澳门网上赌场|Macau Online Casino
澳门莲花娱乐城|Macau Lotus Casino
澳门博彩公司|Macau gaming company
澳门百乐门赌场|Paramount Macau casino
澳大利亚娱乐城|Australian Casino
澳博国际娱乐城|SJM International Casino
铵油炸药|ANFO
铵梯炸药|TNT Explosive
安钠咖|Sodium benzoate
安乐死药物|Euthanasia drug
安乐死毒药|Euthanasia poison
安非他明|Amphetamine
爱赢娱乐城|Love Win Casino
埃托啡|Dhe
阿联酋赌城|UAE Casino
阿昌刀|Achang knife
tt娱乐城|TT Entertainment City
pcp屠龙手|pcp Dragon Hand
pcp秃鹰|pcp vultures
pcp狩猎论坛|PCP Hunting Forum
pcp枪管膛线|PCP rifled barrel
pcp汽枪|pcp air rifle
pcp汽狗|PCP steam Dog
pcp气枪网|PCP airgun Network
pcp气枪|pcp airgun
pcp论坛|pcp Forum
lsd迷幻药|LSD LSD
k粉制作技术|
k粉制作方法|
k7娱乐城|k7 Casino
k7线上娱乐城|K7 Online Casino
jj娱乐城|JJ Entertainment City
ghb原液|GHB dope
ghb水|GHB water
gamo枪|gamo gun
fx气皇|fx gas Wong
fx季候风|fx monsoon
fx革命者|fx revolutionaries
e世博娱乐城|E World Casino
e路发娱乐城|e road Dafa888
diy原子弹教程|DIY tutorial bomb
d80军刺|d80 Shanker
co2狗|CO2 dog
cfx气枪|CFX airgun
ceo娱乐城|ceo Casino
c4橡胶炸药|Rubber C4 explosives
bwin娱乐城|Bwin Casino
bwin亚洲|bwin Asia
betvictor伟德|betvictor Weide
bet365娱乐场|bet365 Casino
bet365|
a8娱乐城|A8 Casino
9点嘻嘻娱乐城|
92式手枪|92 pistol
92式手木仓|
92式手狗|
91娱乐城|91 Casino
88娱乐城|88 Casino
888真人娱乐场|888 Live Casino
7天娱乐城|7 days Casino
77式手狗|
678娱乐城|678 Casino
654k手枪|654k pistol
654k气枪|654K airgun
64式手木仓|
64式气木仓|
56式枪刺|56 bayonet style
56式刺刀|56 bayonet
54式图纸|54-style drawings
54式手木仓|
52名刀网|52 Mito network
45mm铅弹|45MM lead bullets
3d打印枪支图纸|
21点真钱游戏|
1比1仿真枪|
12号猎枪|12 shotgun
127名刀网|Mito 127 net
土制炸弹|Homemade bombs
自制炸弹|Homemade bomb
黄牙签|Huang toothpick
盐酸羟亚胺|Hydroxyzine imine
盐酸氯胺酮|Ketamine hydrochloride
天然咖啡因|Natural Caffeine
钻石冰|Diamond Ice
麦角酸|Lysergic acid
麻黄素|Ephedrine
军用弓弩|Military crossbow
77式手枪|77 pistol
54式手枪|Type 54 pistol
自制炸药|Homemade explosives
xx搞zz奖|
全能神教|Almighty God of
全能教|Almighty taught
qq：260726411|
祝全能神|Good God Almighty
niubwan|
系统 提示|Prompted
打猎专用弩|Special hunting crossbow
係統信息|System Information
咨询兼职加|
在家兼职|At home part-time
抢单权|Grab one right
信誉保证金|Credit guarantee
至尊职员|Extreme Staff
挂机赚钱|
代付单|
浏览单|Browse single
垫付单|Single advance
注册单|Registration form
丰彩娱乐|Fung Choi Entertainment
立返单|
手机单|Mobile single
主是我心中的歌|
主爱中华我的家|
主啊-陶造我|
耶和华是我牧者|
耶和华拉法|Jehovah-Rapha
耶和华的精兵|Jehovah's elite
无怨无悔跟主走|
十字架的呼召|Cross calling
基督徒聚会所|Christian Ashram
复兴耶稣的家|Jesus revival home
唱一首歌中雅歌|
把耶稣放心里|Jesus assured in
你妈比|Your mother than
你中奖了|
我想干你|I wanted you
jj|
bb|
官商勾结|Collusion
色情小电影|Obscene movies
我日你妈|I Rini Ma
肉唇|Rouchun
淫妻|Kinky wife
西藏独立独|Tibet independence alone
反华|Anti-Chinese
反革命|Counterrevolution
淫靡|Yinmi
nihao99|
17043|
www . bχχ3.сoм|WW. BΧΧ3.сoм
freegate one|Freegate one
threewithdrawals|ThreeWithdrawals
真相画刊|Truth Illustrated
zhenxianghuakan|Zhenxianghuakan
淫秽电影在线|Pornographic movies online
同性恋服务|Gay Service
文凭代办|Diploma agency
警官证办理|Jing Guanzheng handle
办警察证|Do police certificate
办警官证|Do Jing Guanzheng
伊斯兰祈祷团|Jemaah Islamiyah
伊斯兰圣战|Islamic Jihad
新疆恐怖组织|Xinjiang terrorist organization
新疆恐怖份子|Xinjiang terrorists
催情香水|Aphrodisiac perfume
逼毛|Forced Mao
b毛|B Gross
插逼|Insert force
乳子|Milk child
舔b|Lick B
舔逼|Lick force
b喷水|B water
逼喷水|Forced water
壮阳药|Aphrodisiac
视屏脱衣|Screen strip
左爱艹b|
黄色歪1|Yellow crooked 1
想看秀的|
插入骚穴|Insert Saoxue
最新源码看片|
看漺片去|Kanshuangpianqu
大秀q群|
堵红包|Block red
赌红包|Bet red
点击群视频进入|
看大秀|
走私群|Smuggling group
文爱群|File Aiqun
bb喷水|BB spray
成人影片|Adult Video
东北人偷井盖|
河南人偷井盖|Henan stolen covers
看比加|Look Pekah
真人秀加|Reality TV plus
点看a片|
看姐自慰|Watch sister masturbating
大锈日片|
小妹脱衣|Young girl undressing
脱衣视频|Strip video
免费聊寂寞|Free chat lonely
大秀激情|
美女视频服务|Beauty Video Services
色男加我|
女自蔚|Women from Wei
丝袜裸聊|Stockings nude chat
少妇被干片|
课聊服务|Lesson chat service
骚妹加q|
性女爽|Of female Shuang
加妹看脱|
自慰加q|Masturbation plus Q
色男课聊|
网操加q|
寂寞加妹妹|Lonely plus sister
出售黄盘|
１v１捰|1V1 Luo
1对1果聊|
１对１粿|
１对１倮|
1对1视频表演|
１对１衤果辽|
360毛片|360 Maopian
av成人|Av adult
av出售|AV Sale
av大片|AV tracts
av福利|AV welfare
av加微信|AV plus micro-Letter
av加薇信|AV Jiawei letter
av色片|AV color film
av网盘|AV network disk
av微信|AV micro-channel
av小视频|AV small video
av云盘|AV cloud disk
av在线|AV Online
av专卖|AV Monopoly
a片q群|
a片电影|A feature film
a片加q|
a片扣扣|A piece buttoned
a片网|
a片要的加|
a片在线|A piece Online
ｂ锈美乳|B rust Breasts
e情云盘|
kan美乳q|Kan Q Breasts
lo聊加|Lo chat plus
lu0聊|LU0 chat
luo×女|Luo × female
luo辽|Luo Liaoning
ｌｕｏ钕视频|Luo neodymium video
l聊qq|L QQ chat
papa网盘|Papa network disk
papa云盘|Papa cloud disk
papa芸盘|Papa Yun disc
qq大秀群|
q果聊|Q fruit chat
w部a片|
yun盘q|Yun plate Q
yun盘你懂的|
爱爱视频|
爱爱微信|
逼逼激情|
逼逼喷水|Force force jet
操b自慰|Options B masturbation
仯妇寂寞|Miao lonely woman
成年人电影|Adult Movies
成人黄色|Adult yellow
成人毛片|Adult Maopian
成人网盘|Adult network disk
成人网站|Adult Sites
成人云盘|Adult cloud disk
成人做爱|Adult sex
承接裸秀演艺|
出售av|For Sale av
出售黄片|
出售黄片种子|
打飞机看女|Planes look female
打飞鸡q|
大飞机q|Large Aircraft Q
大秀qq|Big show QQ
大秀yy群|
大秀y群|
大秀表演|Big show performances
大秀服务|Big show services
大秀加q|
大秀卖逼女|
大秀群|Big show group
大秀速度进|
大秀想看|
大秀直播|Big show live
带你看有大秀|
单独走私|Smuggling alone
岛国大片|Large island
岛国啪啪|Island flap
岛国网盘|Island network disk
岛国想看加|
低价包射|Low packet radio
電影芸盘|Movie Yun disc
東京熱电影|Tokyo hot movie
東京熱電影|Tokyo hot movie
—薱—表演|
粉逼薇芯|
高潮妹|Climax sister
给你大秀|
购买a片|Buy A piece
国产啪啪|Domestic pops
果聊q|Fruit chat Q
果聊加扣|
果聊加微信|
果聊微信|
猓聊|Guo chat
猓聊妹q|
粿妞|Cake girl
粿籹脫|Cake cake off
粿秀|Cake show
粿秀小妹|Cake sister show
黑丝、抠β|
黑丝美足|
黑丝美足视频|
黑丝诱惑包射|
狠狠撸最新网址|
皇片|Wong sheet
皇色云盘|Huangseyunpan
黄片加微信|
黄色网站|Pornographic websites
黄色网址|Yellow Website
黄色云盘|Yellow cloud disk
黄网永久看|
黄云盘片|Huang disc
簧片秀逼|Reed show force
簧色大片|Color blockbuster spring
激情插逼|Passion plug force
激情你懂的|Passion you know
激情视屏|Passion Screen
激情做爱|Passion sex
激晴电影|Shock Partly movie
寂寞lo聊|Lonely LO chat
寂寞仯妇|Lonely Miao women
寂寞男加q|
寂寞男加我|
寂寞男人加|Lonely man plus
寂寞骚女|Sao lonely woman
寂寞熟女ｑ|Lonely MILF Q
寂寞寻做爱|Lonely find love
寂寞找老公|Find lonely husband
寂寞找佬公|
寂寞找娚人|
加q看裸照|
加我看裸|
加我看脱|Add me off
加我微信看坐爱|
加走私q|Add smuggling Q
枧屏粿料|Jianpinghualiao
噭啨電影|Qiaoqing movie
精彩璜图|Juan FIG wonderful
开始看大秀|
看(月兑)衣舞|
看@片扣|
看av加|Look Av plus
看av加qq|
看a片加|
看bb喷水|Look BB spray
看b加q|
看b加v信|
看da秀|Look Da Show
看se加微信|
看逼逼加|Kanbibijia
看逼加我|
看大眯眯q|
看大片啪啪|
看大秀qq|
看大秀加|
看大秀来|
看惈聊|See Guo chat
看黄q|Look Huang Q
看黄加|Look Huang
看黄片的加|
看黄片加|
看黄微信|
看黃片|Watch pornographic films
看簧q|Look Reed Q
看簧片|Look Reed
看簧片加|Look Reed plus
看巨乳|Watch Busty
看抠b|Look pull B
看裸加|Look bare plus
看裸加q|
看毛片加|Kan Maopian plus
看毛片进|Kan Maopian feed
看美乳|Look Breasts
看美腿q|Look legs q
看妹脱光|Look sister naked
看妹子逼|Look sister force
看男女啪啪|
看片聊骚|
看搔女|Look scratch Women
看色视频|Look-color video
看丝袜美腿|Look Legs
看拖衣服|Look drag clothes
看脫衣舞|Look striptease
看脱衣|Look undressing
看脱衣加|Look strip plus
看秀撸|
看秀舞群|
看绣加微信|
看最新裸照|
课聊qq|Lesson QQ chat
课聊加|Lesson chat plus
空间ａ片|
空间有a|A space
抠b秀|Pull B show
扣q自慰|Buckle Q masturbation
扣逼钕q|
囖柳|Lo Liu
撸管神器|
镥管q|Lutetium tube q
啰ホ夘|La ホ Wan
啰窷|La Liao
罗聊|Luo chat
罗秀騷女|Luoxiu Sao Women
镙体看射|
螺汝|Lo Ru
螺秀表演|Lo show performances
倮服务|Luo Service
倮辽|Luo Liao
倮女ｑ|Luo female Q
倮女qq|Luo female QQ
倮釹|Luo neodymium
裸1聊文爱|
裸liao|Bare Liao
裸ｑ|Bare Q
裸t秀|Naked T show
裸辽|Bare Liao
裸疗|Naked Therapy
裸疗一对一视频|
裸撩|Bare tease
裸撩加|Bare tease plus
裸撩加q|
裸漏妹|Drain bare sister
裸妹妹扣|Naked sister buckle
裸妹试看|Look naked girl
裸妹一元一分钟|
裸妹在线|Naked girl online
裸妹真人|Naked girl live
裸妞|Naked girl
裸妞表演|Naked girl show
裸妞脱秀|
裸妞一对一|Naked girl one
裸女qq|Nude qq
裸女大秀|Nude big show
裸钕|Bare neodymium
裸钕一对一|Neodymium bare one
裸釹|Bare neodymium
裸銫女|Naked female cesium
裸玩表演|Naked play performances
裸秀q|Naked show q
裸秀表演|Naked show performances
裸秀女|Naked show girls
裸秀诱惑|Naked show Temptation
裸锈|Bare rust
裸照视频|Nude video
躶妞服务|Luo girl service
攞栁|Luoliu
洛聊|Los chat
摞绣表演|Pile embroidery show
摞照观奶约炮|Luozhaoguannai about gun
买黄云|Buy Huang
买云盘q|
毛片q|Q Maopian
毛片网|Feather Network
毛片微信|Maopian micro letter
